,Date,Value
959,2018-08-17,6476.9
960,2018-08-18,6436.72083333
961,2018-08-19,6404.06333333
962,2018-08-20,6434.55916667
963,2018-08-21,6401.24615385
964,2018-08-22,6575.22916667
965,2018-08-23,6434.88166667
966,2018-08-24,6543.64571429
967,2018-08-25,6719.42923077
968,2018-08-26,6673.27416667
969,2018-08-27,6719.26615385
970,2018-08-28,7000.04
971,2018-08-29,7054.27642857
972,2018-08-30,6932.6625
973,2018-08-31,6981.94615385
974,2018-09-01,7100.94666667
975,2018-09-02,7247.93538462
976,2018-09-03,7260.94923077
977,2018-09-04,7326.8525
978,2018-09-05,7113.06923077
979,2018-09-06,6433.27166667
980,2018-09-07,6444.80416667
981,2018-09-08,6366.1075
982,2018-09-09,6286.42583333
983,2018-09-10,6297.87769231
984,2018-09-11,6296.32083333
985,2018-09-12,6273.1375
986,2018-09-13,6450.17923077
987,2018-09-14,6499.0625
988,2018-09-15,6518.655
989,2018-09-16,6480.64416667
990,2018-09-17,6400.60083333
991,2018-09-18,6296.63166667
992,2018-09-19,6335.82666667
993,2018-09-20,6418.56266667
994,2018-09-21,6669.99083333
995,2018-09-22,6709.3125
996,2018-09-23,6710.445
997,2018-09-24,6639.30416667
998,2018-09-25,6412.45916667
999,2018-09-26,6468.63166667
1000,2018-09-27,6535.47666667
1001,2018-09-28,6677.3425
1002,2018-09-29,6550.47416667
1003,2018-09-30,6593.135
1004,2018-10-01,6590.96833333
1005,2018-10-02,6562.64166667
1006,2018-10-03,6470.4025
1007,2018-10-04,6563.62833333
1008,2018-10-05,6568.54916667
1009,2018-10-06,6581.48666667
1010,2018-10-07,6558.5375
1011,2018-10-08,6618.56769231
1012,2018-10-09,6621.71166667
1013,2018-10-10,6563.00916667
1014,2018-10-11,6248.63583333
1015,2018-10-12,6260.53083333
1016,2018-10-13,6260.64583333
1017,2018-10-14,6299.39916667
1018,2018-10-15,6452.57166667
1019,2018-10-16,6596.61833333
1020,2018-10-17,6596.27615385
1021,2018-10-18,6568.04076923
1022,2018-10-19,6487.44416667
1023,2018-10-20,6488.82583333
1024,2018-10-21,6531.60166667
1025,2018-10-22,6498.48583333
1026,2018-10-23,6481.4259999999995
1027,2018-10-24,6508.31
1028,2018-10-25,6478.0825
1029,2018-10-26,6473.75333333
1030,2018-10-27,6465.9175
1031,2018-10-28,6448.22166667
1032,2018-10-29,6382.66833333
1033,2018-10-30,6309.45285714
1034,2018-10-31,6310.28416667
1035,2018-11-01,6342.28083333
1036,2018-11-02,6387.67416667
1037,2018-11-03,6363.79583333
1038,2018-11-04,6391.87333333
1039,2018-11-05,6436.965
1040,2018-11-06,6445.35416667
1041,2018-11-07,6538.79
1042,2018-11-08,6486.25166667
1043,2018-11-09,6411.28083333
1044,2018-11-10,6399.03333333
1045,2018-11-11,6378.26833333
1046,2018-11-12,6401.93666667
1047,2018-11-13,6372.06333333
1048,2018-11-14,6176.155
1049,2018-11-15,5615.18
1050,2018-11-16,5596.1925
1051,2018-11-17,5558.24333333
1052,2018-11-18,5606.04416667
1053,2018-11-19,5303.9425
1054,2018-11-20,4671.97
1055,2018-11-21,4533.68083333
1056,2018-11-22,4548.7975
1057,2018-11-23,4309.3375
1058,2018-11-24,4293.84083333
1059,2018-11-25,3823.51166667
1060,2018-11-26,3920.53666667
1061,2018-11-27,3751.66833333
1062,2018-11-28,4103.45384615
1063,2018-11-29,4263.78333333
1064,2018-11-30,4106.87166667
1065,2018-12-01,4116.7775
1066,2018-12-02,4167.54666667
1067,2018-12-03,3967.52416667
1068,2018-12-04,3961.49333333
1069,2018-12-05,3858.34916667
1070,2018-12-06,3742.94333333
1071,2018-12-07,3405.64333333
1072,2018-12-08,3435.34
1073,2018-12-09,3528.80333333
1074,2018-12-10,3523.96
1075,2018-12-11,3426.19
1076,2018-12-12,3462.04
1077,2018-12-13,3406.7625
1078,2018-12-14,3278.37416667
1079,2018-12-15,3225.29916667
1080,2018-12-16,3271.23833333
1081,2018-12-17,3392.405
1082,2018-12-18,3567.47
1083,2018-12-19,3808.0425
1084,2018-12-20,3982.85083333
1085,2018-12-21,4015.60916667
1086,2018-12-22,3910.97333333
1087,2018-12-23,4027.47833333
1088,2018-12-24,4178.59083333
1089,2018-12-25,3813.88
1090,2018-12-26,3825.37916667
1091,2018-12-27,3747.83916667
1092,2018-12-28,3743.905
1093,2018-12-29,3912.28583333
1094,2018-12-30,3832.92166667
1095,2018-12-31,3791.54583333
1096,2019-01-01,3752.27166667
1097,2019-01-02,3867.13833333
1098,2019-01-03,3865.7975
1099,2019-01-04,3822.62666667
1100,2019-01-05,3868.4875
1101,2019-01-06,3920.45666667
1102,2019-01-07,4036.09333333
1103,2019-01-08,4035.855
1104,2019-01-09,4034.13833333
1105,2019-01-10,3812.58583333
1106,2019-01-11,3656.73583333
1107,2019-01-12,3646.34583333
1108,2019-01-13,3599.84166667
1109,2019-01-14,3604.1175
1110,2019-01-15,3656.785
1111,2019-01-16,3621.27083333
1112,2019-01-17,3619.96416667
1113,2019-01-18,3632.395
1114,2019-01-19,3690.52333333
1115,2019-01-20,3620.1275
1116,2019-01-21,3548.4275
1117,2019-01-22,3540.02
1118,2019-01-23,3587.35
1119,2019-01-24,3566.4
1120,2019-01-25,3586.25
1121,2019-01-26,3577.79
1122,2019-01-27,3576.3
1123,2019-01-28,3554.5
1124,2019-01-29,3448.58
1125,2019-01-30,3421.6
1126,2019-01-31,3470.0
1127,2019-02-01,3444.81
1128,2019-02-02,3475.33
1129,2019-02-03,3506.22
1130,2019-02-04,3456.02
1131,2019-02-05,3452.35
1132,2019-02-06,3467.34
1133,2019-02-07,3405.7
1134,2019-02-08,3394.76
1135,2019-02-09,3661.08
1136,2019-02-10,3664.38
1137,2019-02-11,3686.29
1138,2019-02-12,3629.47
1139,2019-02-13,3632.42
1140,2019-02-14,3614.5
1141,2019-02-15,3600.31
1142,2019-02-16,3608.2
1143,2019-02-17,3619.55
1144,2019-02-18,3670.74
1145,2019-02-19,3910.8
1146,2019-02-20,3926.53
1147,2019-02-21,3987.18
1148,2019-02-22,3944.88
1149,2019-02-23,3983.48
1150,2019-02-24,4139.6
1151,2019-02-25,3766.89
1152,2019-02-26,3848.33
1153,2019-02-27,3831.45
1154,2019-02-28,3833.23
1155,2019-03-01,3850.08
1156,2019-03-02,3834.62
1157,2019-03-03,3831.44
1158,2019-03-04,3814.58
1159,2019-03-05,3730.98
1160,2019-03-06,3872.25
1161,2019-03-07,3876.85
1162,2019-03-08,3886.82
1163,2019-03-09,3875.96
1164,2019-03-10,3950.56
1165,2019-03-11,3928.17
1166,2019-03-12,3881.09
1167,2019-03-13,3892.51
1168,2019-03-14,3877.77
1169,2019-03-15,3885.21
1170,2019-03-16,3936.5
1171,2019-03-17,4015.95
1172,2019-03-18,3994.92
1173,2019-03-19,3998.77
1174,2019-03-20,4029.11
1175,2019-03-21,4056.4
1176,2019-03-22,3992.34
1177,2019-03-23,3999.06
1178,2019-03-24,4011.92
1179,2019-03-25,3994.11
1180,2019-03-26,3935.89
1181,2019-03-27,3947.74
1182,2019-03-28,4048.51
1183,2019-03-29,4037.37
1184,2019-03-30,4115.55
1185,2019-03-31,4114.44
1186,2019-04-01,4114.16
1187,2019-04-02,4152.53
1188,2019-04-03,4882.88
1189,2019-04-04,4959.81
1190,2019-04-05,4911.24
1191,2019-04-06,5028.77
1192,2019-04-07,5053.52
1193,2019-04-08,5189.39
1194,2019-04-09,5268.71
1195,2019-04-10,5175.81
1196,2019-04-11,5310.18
1197,2019-04-12,5035.02
1198,2019-04-13,5072.85
1199,2019-04-14,5064.62
1200,2019-04-15,5152.51
1201,2019-04-16,5036.18
1202,2019-04-17,5196.65
1203,2019-04-18,5220.37
1204,2019-04-19,5276.31
1205,2019-04-20,5277.04
1206,2019-04-21,5309.28
1207,2019-04-22,5281.83
1208,2019-04-23,5377.19
1209,2019-04-24,5518.16
1210,2019-04-25,5434.19
1211,2019-04-26,5195.61
1212,2019-04-27,5292.83
1213,2019-04-28,5280.19
1214,2019-04-29,5301.29
1215,2019-04-30,5260.65
1216,2019-05-01,5269.79
1217,2019-05-02,5326.67
1218,2019-05-03,5390.16
1219,2019-05-04,5657.14
1220,2019-05-05,5771.08
1221,2019-05-06,5717.66
1222,2019-05-07,5684.47
1223,2019-05-08,5755.72
1224,2019-05-09,5936.72
1225,2019-05-10,6146.91
1226,2019-05-11,6348.02
1227,2019-05-12,7248.31
1228,2019-05-13,6978.63
1229,2019-05-14,7823.11
1230,2019-05-15,7992.69
1231,2019-05-16,8206.9
1232,2019-05-17,7885.96
1233,2019-05-18,7362.22
1234,2019-05-19,7265.05
1235,2019-05-20,8193.7
1236,2019-05-21,8007.03
1237,2019-05-22,7952.5
1238,2019-05-23,7625.93
1239,2019-05-24,7880.29
1240,2019-05-25,8003.26
1241,2019-05-26,8071.45
1242,2019-05-27,8744.42
1243,2019-05-28,8770.06
1244,2019-05-29,8719.88
1245,2019-05-30,8662.98
1246,2019-05-31,8272.46
1247,2019-06-01,8553.81
1248,2019-06-02,8554.8
1249,2019-06-03,8739.03
1250,2019-06-04,8134.92
1251,2019-06-05,7675.8
1252,2019-06-06,7786.04
1253,2019-06-07,7803.23
1254,2019-06-08,7998.29
1255,2019-06-09,7931.34
1256,2019-06-10,7640.61
1257,2019-06-11,8020.38
1258,2019-06-12,7917.58
1259,2019-06-13,8173.06
1260,2019-06-14,8237.88
1261,2019-06-15,8693.6
1262,2019-06-16,8859.47
1263,2019-06-17,8978.99
1264,2019-06-18,9327.48
1265,2019-06-19,9076.18
1266,2019-06-20,9281.7
1267,2019-06-21,9531.35
1268,2019-06-22,10209.38
1269,2019-06-23,10668.63
1270,2019-06-24,10814.48
1271,2019-06-25,11017.5
1272,2019-06-26,11766.4
1273,2019-06-27,12932.55
1274,2019-06-28,11132.85
1275,2019-06-29,12374.35
1276,2019-06-30,11890.38
1277,2019-07-01,10737.73
1278,2019-07-02,10578.72
1279,2019-07-03,10805.4
1280,2019-07-04,11984.76
1281,2019-07-05,11160.49
1282,2019-07-06,10955.16
1283,2019-07-07,11232.04
1284,2019-07-08,11477.01
1285,2019-07-09,12313.08
1286,2019-07-10,12586.78
1287,2019-07-11,12099.9
1288,2019-07-12,11352.87
1289,2019-07-13,11803.97
1290,2019-07-14,11389.1
1291,2019-07-15,10186.96
1292,2019-07-16,10873.5
1293,2019-07-17,9397.72
1294,2019-07-18,9674.28
1295,2019-07-19,10638.56
1296,2019-07-20,10535.75
1297,2019-07-21,10764.9
1298,2019-07-22,10587.41
1299,2019-07-23,10323.62
1300,2019-07-24,9844.3
1301,2019-07-25,9772.17
1302,2019-07-26,9875.17
1303,2019-07-27,9848.65
1304,2019-07-28,9473.99
1305,2019-07-29,9530.0
1306,2019-07-30,9501.33
1307,2019-07-31,9589.13
1308,2019-08-01,10084.7
1309,2019-08-02,10407.17
1310,2019-08-03,10529.55
1311,2019-08-04,10814.57
1312,2019-08-05,10980.23
1313,2019-08-06,11787.99
1314,2019-08-07,11465.67
1315,2019-08-08,11960.82
1316,2019-08-09,11996.41
1317,2019-08-10,11856.64
1318,2019-08-11,11282.22
1319,2019-08-12,11566.84
1320,2019-08-13,11386.26
1321,2019-08-14,10858.12
1322,2019-08-15,10016.96
1323,2019-08-16,10302.17
1324,2019-08-17,10359.44
1325,2019-08-18,10214.52
1326,2019-08-19,10317.6
1327,2019-08-20,10917.26
1328,2019-08-21,10760.56
1329,2019-08-22,10129.4
1330,2019-08-23,10111.98
1331,2019-08-24,10405.81
1332,2019-08-25,10143.8
1333,2019-08-26,10135.06
1334,2019-08-27,10360.28
1335,2019-08-28,10171.95
1336,2019-08-29,9717.82
1337,2019-08-30,9484.55
1338,2019-08-31,9577.99
1339,2019-09-01,9600.9
1340,2019-09-02,9769.79
1341,2019-09-03,10386.64
1342,2019-09-04,10621.29
1343,2019-09-05,10584.16
1344,2019-09-06,10577.8
1345,2019-09-07,10317.47
1346,2019-09-08,10487.21
1347,2019-09-09,10406.31
1348,2019-09-10,10313.66
1349,2019-09-11,10101.03
1350,2019-09-12,10159.32
1351,2019-09-13,10420.16
1352,2019-09-14,10363.9
1353,2019-09-15,10361.33
1354,2019-09-16,10310.43
1355,2019-09-17,10265.63
1356,2019-09-18,10190.36
1357,2019-09-19,10157.59
1358,2019-09-20,10275.88
1359,2019-09-21,10173.11
1360,2019-09-22,9979.49
1361,2019-09-23,10033.05
1362,2019-09-24,9683.38
1363,2019-09-25,8553.61
1364,2019-09-26,8432.23
1365,2019-09-27,8055.64
1366,2019-09-28,8193.9
1367,2019-09-29,8225.0
1368,2019-09-30,8056.74
1369,2019-10-01,8307.74
1370,2019-10-02,8322.92
1371,2019-10-03,8382.03
1372,2019-10-04,8236.17
1373,2019-10-05,8155.48
1374,2019-10-06,8147.69
1375,2019-10-07,7869.74
1376,2019-10-08,8212.02
1377,2019-10-09,8190.0
1378,2019-10-10,8587.92
1379,2019-10-11,8586.9
1380,2019-10-12,8269.73
1381,2019-10-13,8308.01
1382,2019-10-14,8283.76
1383,2019-10-15,8353.54
1384,2019-10-16,8162.16
1385,2019-10-17,8002.51
1386,2019-10-18,8076.78
1387,2019-10-19,7954.15
1388,2019-10-20,7960.04
1389,2019-10-21,8231.06
1390,2019-10-22,8222.52
1391,2019-10-23,8026.76
1392,2019-10-24,7469.56
1393,2019-10-25,7431.88
1394,2019-10-26,8666.79
1395,2019-10-27,9259.8
1396,2019-10-28,9551.54
1397,2019-10-29,9218.76
1398,2019-10-30,9433.35
1399,2019-10-31,9164.62
1400,2019-11-01,9147.98
1401,2019-11-02,9252.99
1402,2019-11-03,9301.18
1403,2019-11-04,9206.16
1404,2019-11-05,9418.05
1405,2019-11-06,9310.19
1406,2019-11-07,9343.34
1407,2019-11-08,9204.24
1408,2019-11-09,8766.04
1409,2019-11-10,8809.41
1410,2019-11-11,9037.12
1411,2019-11-12,8717.81
1412,2019-11-13,8801.52
1413,2019-11-14,8762.42
1414,2019-11-15,8632.32
1415,2019-11-16,8457.69
1416,2019-11-17,8482.7
1417,2019-11-18,8503.93
1418,2019-11-19,8175.99
1419,2019-11-20,8120.8
1420,2019-11-21,8081.81
1421,2019-11-22,7617.07
1422,2019-11-23,7286.35
1423,2019-11-24,7324.03
1424,2019-11-25,6907.4
1425,2019-11-26,7130.25
1426,2019-11-27,7163.63
1427,2019-11-28,7523.83
1428,2019-11-29,7431.0
1429,2019-11-30,7757.47
1430,2019-12-01,7557.72
1431,2019-12-02,7402.69
1432,2019-12-03,7309.59
1433,2019-12-04,7296.77
1434,2019-12-05,7192.85
1435,2019-12-06,7395.97
1436,2019-12-07,7547.19
1437,2019-12-08,7504.83
1438,2019-12-09,7522.39
1439,2019-12-10,7337.42
1440,2019-12-11,7220.76
1441,2019-12-12,7202.31
1442,2019-12-13,7189.16
1443,2019-12-14,7251.87
1444,2019-12-15,7067.74
1445,2019-12-16,7111.14
1446,2019-12-17,6879.54
1447,2019-12-18,6612.12
1448,2019-12-19,7284.29
1449,2019-12-20,7150.86
1450,2019-12-21,7190.17
1451,2019-12-22,7143.2
1452,2019-12-23,7514.41
1453,2019-12-24,7322.08
1454,2019-12-25,7250.69
1455,2019-12-26,7192.72
1456,2019-12-27,7194.4
1457,2019-12-28,7243.93
1458,2019-12-29,7301.07
1459,2019-12-30,7385.36
1460,2019-12-31,7219.6
1461,2020-01-01,7168.31
1462,2020-01-02,7175.68
1463,2020-01-03,6944.33
1464,2020-01-04,7326.35
1465,2020-01-05,7347.89
1466,2020-01-06,7351.57
1467,2020-01-07,7759.24
1468,2020-01-08,8165.47
1469,2020-01-09,8042.65
1470,2020-01-10,7817.92
1471,2020-01-11,8184.66
1472,2020-01-12,8021.49
1473,2020-01-13,8173.97
1474,2020-01-14,8105.24
1475,2020-01-15,8842.42
1476,2020-01-16,8813.89
1477,2020-01-17,8722.03
1478,2020-01-18,8900.34
1479,2020-01-19,8910.85
1480,2020-01-20,8703.36
1481,2020-01-21,8626.47
1482,2020-01-22,8722.26
1483,2020-01-23,8658.94
1484,2020-01-24,8388.11
1485,2020-01-25,8428.17
1486,2020-01-26,8327.36
1487,2020-01-27,8588.42
1488,2020-01-28,8895.78
1489,2020-01-29,9385.69
1490,2020-01-30,9279.81
1491,2020-01-31,9502.37
1492,2020-02-01,9333.77
1493,2020-02-02,9378.09
1494,2020-02-03,9314.56
1495,2020-02-04,9162.14
1496,2020-02-05,9614.9
1497,2020-02-06,9614.9
1498,2020-02-07,9755.66
1499,2020-02-08,9807.54
1500,2020-02-09,9907.12
1501,2020-02-10,10162.41
1502,2020-02-11,9854.79
1503,2020-02-12,10275.38
1504,2020-02-13,10354.3
1505,2020-02-14,10242.43
1506,2020-02-15,10368.53
1507,2020-02-16,9904.17
1508,2020-02-17,9937.67
1509,2020-02-18,9703.93
1510,2020-02-19,10180.65
1511,2020-02-20,9604.72
1512,2020-02-21,9606.86
1513,2020-02-22,9696.58
1514,2020-02-23,9669.63
1515,2020-02-24,9989.39
1516,2020-02-25,9663.75
1517,2020-02-26,9309.15
1518,2020-02-27,8785.52
1519,2020-02-28,8804.72
1520,2020-02-29,8534.17
1521,2020-03-01,8534.17
1522,2020-03-02,8912.82
1523,2020-03-03,8912.82
1524,2020-03-04,8754.34
1525,2020-03-05,8758.9
1526,2020-03-06,9067.39
1527,2020-03-07,9155.89
1528,2020-03-08,8898.63
1529,2020-03-09,8039.38
1530,2020-03-10,7931.94
1531,2020-03-11,7885.46
1532,2020-03-12,7936.65
1533,2020-03-13,4830.21
1534,2020-03-14,5609.03
1535,2020-03-15,5166.26
1536,2020-03-16,5348.44
1537,2020-03-17,5026.35
1538,2020-03-18,5357.61
1539,2020-03-19,5410.23
1540,2020-03-20,6195.2
1541,2020-03-21,6226.44
1542,2020-03-22,6189.85
1543,2020-03-23,5822.62
1544,2020-03-24,6502.16
1545,2020-03-25,6768.49
1546,2020-03-26,6698.46
1547,2020-03-27,6763.75
1548,2020-03-28,6369.09
1549,2020-03-29,6260.95
1550,2020-03-30,5885.41
1551,2020-03-31,6405.29
1552,2020-04-01,6428.28
1553,2020-04-02,6652.87
1554,2020-04-03,6809.11
1555,2020-04-04,6741.67
1556,2020-04-05,6871.69
1557,2020-04-06,6777.44
1558,2020-04-07,7343.2
1559,2020-04-08,7205.55
1560,2020-04-09,7365.03
1561,2020-04-10,7293.69
1562,2020-04-11,6873.24
1563,2020-04-12,6891.6
1564,2020-04-13,6915.37
1565,2020-04-14,6857.66
1566,2020-04-15,6871.95
1567,2020-04-16,6623.8
1568,2020-04-17,7112.27
1569,2020-04-18,7034.89
1570,2020-04-19,7259.36
1571,2020-04-20,7130.04
1572,2020-04-21,6840.24
1573,2020-04-22,6852.52
1574,2020-04-23,7130.99
1575,2020-04-24,7477.6
1576,2020-04-25,7507.08
1577,2020-04-26,7549.52
1578,2020-04-27,7699.27
1579,2020-04-28,7790.66
1580,2020-04-29,7765.33
1581,2020-04-30,8777.63
1582,2020-05-01,8628.77
1583,2020-05-02,8824.66
1584,2020-05-03,8973.82
1585,2020-05-04,8903.95
1586,2020-05-05,8885.93
1587,2020-05-06,9030.96
1588,2020-05-07,9170.79
1589,2020-05-08,10002.48
1590,2020-05-09,9821.8
1591,2020-05-10,9527.39
1592,2020-05-11,8754.46
1593,2020-05-12,8617.25
1594,2020-05-13,8814.53
1595,2020-05-14,9305.93
1596,2020-05-15,9790.31
1597,2020-05-16,9303.59
1598,2020-05-17,9385.7
1599,2020-05-18,9669.4
1600,2020-05-19,9719.37
1601,2020-05-20,9785.74
1602,2020-05-21,9510.67
1603,2020-05-22,9057.57
1604,2020-05-23,9167.26
1605,2020-05-24,9178.32
1606,2020-05-25,8730.73
1607,2020-05-26,8899.66
1608,2020-05-27,8842.85
1609,2020-05-28,9197.54
1610,2020-05-29,9569.21
1611,2020-05-30,9425.98
1612,2020-05-31,9698.1
1613,2020-06-01,9450.84
1614,2020-06-02,10204.23
1615,2020-06-03,9525.57
1616,2020-06-04,9658.04
1617,2020-06-05,9794.56
1618,2020-06-06,9623.75
1619,2020-06-07,9670.43
1620,2020-06-08,9753.85
1621,2020-06-09,9782.59
1622,2020-06-10,9775.15
1623,2020-06-11,9892.13
1624,2020-06-12,9286.42
1625,2020-06-13,9459.97
1626,2020-06-14,9473.5
1627,2020-06-15,9330.07
1628,2020-06-16,9426.7
1629,2020-06-17,9526.0
1630,2020-06-18,9454.81
1631,2020-06-19,9380.03
1632,2020-06-20,9300.15
1633,2020-06-21,9357.43
1634,2020-06-22,9284.78
1635,2020-06-23,9691.9
1636,2020-06-24,9621.49
1637,2020-06-25,9276.58
1638,2020-06-26,9240.85
1639,2020-06-27,9154.45
1640,2020-06-28,9004.23
1641,2020-06-29,9127.47
1642,2020-06-30,9185.35
1643,2020-07-01,9133.97
1644,2020-07-02,9236.38
1645,2020-07-03,9087.98
1646,2020-07-04,9072.42
1647,2020-07-05,9131.31
1648,2020-07-06,9089.09
1649,2020-07-07,9348.91
1650,2020-07-08,9256.23
1651,2020-07-09,9440.07
1652,2020-07-10,9238.04
1653,2020-07-11,9287.4
1654,2020-07-12,9235.96
1655,2020-07-13,9295.9
1656,2020-07-14,9238.13
1657,2020-07-15,9254.52
1658,2020-07-16,9193.51
1659,2020-07-17,9131.0
1660,2020-07-18,9154.19
1661,2020-07-19,9174.71
1662,2020-07-20,9214.66
1663,2020-07-21,9163.87
1664,2020-07-22,9392.66
1665,2020-07-23,9537.4
1666,2020-07-24,9613.11
1667,2020-07-25,9551.28
1668,2020-07-26,9707.5
1669,2020-07-27,9938.83
1670,2020-07-28,11042.4
1671,2020-07-29,10934.94
1672,2020-07-30,11102.67
1673,2020-07-31,11114.93
1674,2020-08-01,11343.88
1675,2020-08-02,11823.69
1676,2020-08-03,11077.77
1677,2020-08-04,11242.57
1678,2020-08-05,11194.25
1679,2020-08-06,11750.28
1680,2020-08-07,11772.94
1681,2020-08-08,11605.6
1682,2020-08-09,11767.6
1683,2020-08-10,11684.06
1684,2020-08-11,11893.03
1685,2020-08-12,11392.43
1686,2020-08-13,11573.11
1687,2020-08-14,11777.43
1688,2020-08-15,11774.38
1689,2020-08-16,11873.98
1690,2020-08-17,11914.01
1691,2020-08-18,12293.72
1692,2020-08-19,11969.53
1693,2020-08-20,11734.0
1694,2020-08-21,11865.82
1695,2020-08-22,11522.8
1696,2020-08-23,11683.44
1697,2020-08-24,11653.02
1698,2020-08-25,11763.93
1699,2020-08-26,11337.4
1700,2020-08-27,11467.37
1701,2020-08-28,11302.01
1702,2020-08-29,11534.75
1703,2020-08-30,11481.64
1704,2020-08-31,11707.78
1705,2020-09-01,11659.57
1706,2020-09-02,11923.25
1707,2020-09-03,11397.44
1708,2020-09-04,10187.51
1709,2020-09-05,10467.89
1710,2020-09-06,10159.62
1711,2020-09-07,10254.93
1712,2020-09-08,10367.74
1713,2020-09-09,10121.52
1714,2020-09-10,10227.83
1715,2020-09-11,10352.66
1716,2020-09-12,10395.44
1717,2020-09-13,10446.44
1718,2020-09-14,10330.77
1719,2020-09-15,10674.64
1720,2020-09-16,10785.62
1721,2020-09-17,10948.43
1722,2020-09-18,10943.89
1723,2020-09-19,10931.79
1724,2020-09-20,11081.43
1725,2020-09-21,10919.65
1726,2020-09-22,10430.46
1727,2020-09-23,10532.22
1728,2020-09-24,10234.48
1729,2020-09-25,10732.43
1730,2020-09-26,10692.84
1731,2020-09-27,10732.4
1732,2020-09-28,10774.24
1733,2020-09-29,10692.33
1734,2020-09-30,10840.8
1735,2020-10-01,10777.92
1736,2020-10-02,10619.24
1737,2020-10-03,10575.06
1738,2020-10-04,10551.77
1739,2020-10-05,10673.46
1740,2020-10-06,10788.56
1741,2020-10-07,10603.74
1742,2020-10-08,10670.8
1743,2020-10-09,10923.3
1744,2020-10-10,11063.19
1745,2020-10-11,11302.67
1746,2020-10-12,11376.61
1747,2020-10-13,11540.04
1748,2020-10-14,11428.24
1749,2020-10-15,11431.32
1750,2020-10-16,11503.73
1751,2020-10-17,11327.57
1752,2020-10-18,11366.51
1753,2020-10-19,11508.2
1754,2020-10-20,11758.16
1755,2020-10-21,11925.46
1756,2020-10-22,12831.56
1757,2020-10-23,12990.25
1758,2020-10-24,12944.52
1759,2020-10-25,13128.46
1760,2020-10-26,13036.77
1761,2020-10-27,13076.37
1762,2020-10-28,13651.47
1763,2020-10-29,13289.0
1764,2020-10-30,13458.66
1765,2020-10-31,13564.72
1766,2020-11-01,13810.32
1767,2020-11-02,13758.88
1768,2020-11-03,13575.17
1769,2020-11-04,14023.31
1770,2020-11-05,14155.59
1771,2020-11-06,15591.39
1772,2020-11-07,15595.77
1773,2020-11-08,14839.84
1774,2020-11-09,15490.6
1775,2020-11-10,15328.53
1776,2020-11-11,15317.04
1777,2020-11-12,15708.65
1778,2020-11-13,16295.57
1779,2020-11-14,16339.33
1780,2020-11-15,16091.07
1781,2020-11-16,15968.16
1782,2020-11-17,16725.15
1783,2020-11-18,17679.72
1784,2020-11-19,17798.45
1785,2020-11-20,17820.57
1786,2020-11-21,18687.45
1787,2020-11-22,18699.75
1788,2020-11-23,18422.28
1789,2020-11-24,18398.91
1790,2020-11-25,19172.52
1791,2020-11-26,18739.8
1792,2020-11-27,17151.44
1793,2020-11-28,17138.87
1794,2020-11-29,17732.42
1795,2020-11-30,18191.6
1796,2020-12-01,19709.73
1797,2020-12-02,18792.52
1798,2020-12-03,19226.97
1799,2020-12-04,19454.54
1800,2020-12-05,18670.49
1801,2020-12-06,19155.06
1802,2020-12-07,19377.66
1803,2020-12-08,19181.41
1804,2020-12-09,18318.87
1805,2020-12-10,18554.15
1806,2020-12-11,18247.76
1807,2020-12-12,18029.36
1808,2020-12-13,18803.44
1809,2020-12-14,19164.48
1810,2020-12-15,19276.59
1811,2020-12-16,19439.75
1812,2020-12-17,21379.48
1813,2020-12-18,22847.46
1814,2020-12-19,23150.79
1815,2020-12-20,23869.92
1816,2020-12-21,23490.58
1817,2020-12-22,22745.48
1818,2020-12-23,23824.99
1819,2020-12-24,23253.37
1820,2020-12-25,23715.53
1821,2020-12-26,24693.58
1822,2020-12-27,26443.21
1823,2020-12-28,26246.58
1824,2020-12-29,27036.69
1825,2020-12-30,27376.37
1826,2020-12-31,28856.59
1827,2021-01-01,28982.56
1828,2021-01-02,29393.75
1829,2021-01-03,32195.46
1830,2021-01-04,33000.78
1831,2021-01-05,32035.03
1832,2021-01-06,34046.67
1833,2021-01-07,36860.41
1834,2021-01-08,39486.04
1835,2021-01-09,40670.25
1836,2021-01-10,40240.72
1837,2021-01-11,38240.09
1838,2021-01-12,35544.94
1839,2021-01-13,34011.82
1840,2021-01-14,37393.13
1841,2021-01-15,39158.47
1842,2021-01-16,36828.52
1843,2021-01-17,36065.2
1844,2021-01-18,35793.01
1845,2021-01-19,36632.35
1846,2021-01-20,36020.13
1847,2021-01-21,35538.98
1848,2021-01-22,30797.88
1849,2021-01-23,33002.38
1850,2021-01-24,32099.74
1851,2021-01-25,32276.84
1852,2021-01-26,32243.26
1853,2021-01-27,32541.8
1854,2021-01-28,30419.17
1855,2021-01-29,33403.17
1856,2021-01-30,34314.26
1857,2021-01-31,34318.1
1858,2021-02-01,33136.46
1859,2021-02-02,33522.9
1860,2021-02-03,35529.66
1861,2021-02-04,37676.25
1862,2021-02-05,37002.09
1863,2021-02-06,38278.61
1864,2021-02-07,39323.26
1865,2021-02-08,38928.1
1866,2021-02-09,46364.3
1867,2021-02-10,46589.58
1868,2021-02-11,44878.17
1869,2021-02-12,48013.38
1870,2021-02-13,47471.4
1871,2021-02-14,47185.19
1872,2021-02-15,48720.37
1873,2021-02-16,47951.85
1874,2021-02-17,49160.1
1875,2021-02-18,52118.23
1876,2021-02-19,51608.15
